Crater name ,Interior volume
Gamow Y,472.55
Rost M,472.55
Slipher S,472.55
Arminski,472.14
Bernoulli E,471.73
Schorr B,471.73
Crommelin X,471.32
Ball G,470.92
Helmert,470.51
Koch U,470.51
Mineur V,470.51
Romer V,470.1
Behaim S,468.88
Cysatus C,468.48
Bingham H,467.67
Lemaitre C,467.26
Mutus R,467.26
Bailly D,466.45
Lovell F,466.45
Heaviside C,465.64
Rocca F,464.03
Perel'man E,463.62
Chauvenet E,463.22
Holetschek Z,462.82
Hommel D,462.82
Kramers S,462.82
Webb J,462.82
Bolyai K,462.41
Deluc G,462.41
Fracastorius D,462.41
Pikel'ner G,462.41
Poincare Q,462.41
Sacrobosco D,462.41
Montanari D,462.01
Mills K,461.21
Nusl E,460.81
Paschen U,460.4
Andel M,460
Gagarin T,458.4
Bolyai Q,458
Wilsing U,457.6
Stormer Y,456.8
Alden E,456.4
Kepinski W,456
Tikhomirov T,455.6
Becvar X,454.8
Kinau D,454.8
Zernike Z,454.8
Lyot M,454.4
Jansen R,453.6
Popov W,453.6
Vogel,453.6
Numerov G,452.81
Jeans G,452.41
Riemann B,452.01
Backlund P,449.23
Kirchhoff E,448.84
Reinhold B,448.04
Becvar T,447.25
Seares B,447.25
Biela A,446.86
Longomontanus D,446.86
Rayleigh C,446.86
Dembowski,446.07
Abbe K,445.67
Blackett N,445.67
Balboa C,445.28
Rumford C,445.28
Hayford K,444.88
Legendre E,444.88
Planck K,444.1
Jacobi A,443.31
Paraskevopoulos E,443.31
Euler,442.92
Paraskevopoulos X,442.92
Tycho D,440.56
McClure C,439.39
Hess W,439
Racah B,439
Harkhebi K,438.61
Rheita M,438.61
Beijerinck S,438.21
Gavrilov A,437.43
Mineur X,437.43
Paracelsus G,437.43
Cannon E,436.65
Ingalls Z,435.87
Atlas D,434.71
Dyson X,434.32
Lubbock N,433.93
Lundmark C,433.93
Stein C,433.54
Eotvos E,433.15
Clausius F,432.76
Oresme Q,432.76
Lindblad S,432.38
Schneller L,432.38
Von Karman R,431.99
Wolf,431.6
Pasteur A,431.21
Ehrlich W,430.44
Ingalls U,430.44
Wallace,430.44
Birkhoff R,430.05
Stefan L,430.05
Paracelsus Y,429.67
Baily,429.28
Ventris A,429.28
Vertregt K,429.28
Bettinus A,428.89
Nijland A,428.89
Noggerath H,428.89
Avicenna E,427.74
Nicolai C,427.74
Hahn F,427.35
Lundmark F,426.58
Anuchin B,425.81
Vavilov K,425.81
Hogg T,425.43
Sporer,425.05
Gerasimovich D,424.66
Poisson U,423.89
Romer N,423.89
Macrobius W,423.51
Kondratyuk Q,423.13
Lame G,423.13
Arago,422.74
Berzelius B,422.74
Pomortsev,422.74
Gemma Frisius H,422.36
Xenophon,422.36
Sirsalis H,421.98
Bullialdus A,421.6
Franz,421.6
Paschen H,421.21
Schwabe,421.21
Wilson C,421.21
Adams P,419.69
Birkhoff Y,419.31
Denning V,418.55
Gay-Lussac,418.55
Reichenbach C,417.4
Becquerel W,417.02
Finsen C,416.64
Grimaldi Q,416.64
Piccolomini C,416.27
Sarton Y,416.27
Birkhoff M,415.89
Airy G,415.51
Hanno K,415.51
Daedalus K,414.75
Rowland K,414.75
Mandel'shtam N,413.99
d'Arrest M,413.61
Eijkman D,412.86
Snellius B,412.86
Langrenus H,412.48
Marinus A,412.48
Adams M,412.1
Parry M,411.73
Lavoisier N,411.35
Marci C,411.35
Planck J,411.35
Hess M,410.22
van den Bos,410.22
Bettinus B,409.84
Hertzsprung Y,409.47
Buffon H,409.09
Le Monnier U,408.72
Stevinus R,408.72
Abbe H,408.34
Briggs A,408.34
Chacornac D,408.34
Geminus N,408.34
Slater,407.96
Gauss D,407.59
Ramsden,407.59
Carpenter U,406.47
Chalonge,406.47
Foucault,406.47
Maclaurin E,406.47
Julius Caesar F,405.72
Vasco da Gama B,405.72
Fracastorius B,404.97
Leucippus F,404.97
Appleton M,404.6
Maurolycus F,404.6
Michelson G,404.6
Evdokimov N,403.85
Riedel G,403.85
Vega D,403.85
Fraunhofer D,403.1
Poisson T,403.1
De Roy N,402.73
Horrebow,402.73
Kohlschutter N,402.73
Triesnecker,402.36
Briggs B,401.99
Lubbock S,401.99
Hilbert Y,401.62
Jacobi E,401.62
Neander E,401.62
Puiseux,401.62
Stark V,401.62
Tannerus E,401.62
W. Bond E,401.62
Amici P,400.87
Champollion Y,400.87
Mutus S,400.5
Strabo N,400.13
Cruger A,399.39
Dreyer D,399.02
Messala A,399.02
Swasey,397.91
Zupus S,397.54
Delisle,397.17
Mercurius E,397.17
Shapley,396.8
Tikhomirov X,396.8
Beijerinck R,396.43
Poisson Q,396.43
Watt C,396.43
Strabo L,396.06
Hogg K,395.69
Buys-Ballot Y,394.59
Russell S,394.59
Bouvard B,393.85
Fleming D,392.75
Santbech A,392.01
Schrodinger B,392.01
Gambart,391.65
Stoletov Y,391.65
Parsons M,391.28
Gassendi B,390.91
Horrebow A,390.91
Bayer J,390.18
Dante P,389.82
Oken F,389.82
Chaffee W,389.45
Lavoisier S,389.45
Birkeland M,389.09
Carver L,389.09
Pallas E,388.72
Zeeman E,388.72
Theaetetus,388.36
Hayn B,387.99
Schonfeld,387.63
Cyrano D,387.26
Apollonius A,386.9
Gill F,386.9
Lavoisier B,386.9
Minnaert W,386.9
Moore L,386.9
Gamow B,386.53
Tisserand A,386.17
Feoktistov X,385.81
Lodygin J,385.81
Rocca H,385.81
Avicenna G,385.44
Chauvenet G,385.44
White W,385.08
Ross,384.72
Byrd D,383.99
Marci,383.99
Tsu Chung-Chi W,383.63
Ehrlich J,383.27
Teisserenc P,383.27
Chebyshev N,382.54
Pitiscus R,382.18
Comstock P,381.46
Kastner A,381.46
Lick A,381.46
Scheiner E,381.46
Buisson V,381.1
Kostinskiy W,381.1
Kirchhoff,380.74
Mosting,380.74
Zollner D,380.02
Boyle A,379.66
Korolev D,379.66
Mees J,379.66
Helmholtz M,378.22
Petzval D,378.22
Morse N,377.86
Janssen X,377.5
Henyey V,376.78
Moigno B,376.78
Wilson E,376.42
Inghirami K,376.06
Janssen E,376.06
Zucchius B,376.06
McClure D,375.71
Sirsalis G,375.71
Amundsen C,374.99
Jansen,374.63
Schaeberle U,374.63
Clausius,374.27
Manzinus C,374.27
Rocca N,374.27
Schiaparelli,374.27
Douglass X,373.92
Lipskiy S,373.92
Zach E,373.92
Dante G,373.56
Schumacher B,373.2
Fitzgerald B,372.49
Ingalls V,372.49
Richardson E,372.13
Tereshkova U,372.13
Hale Q,371.42
Hertzsprung X,371.42
Mutus Y,370.71
Burnham,370.36
Epimenides S,370.36
Robinson,370.36
Mitra Y,370
Ritchey,369.65
Szilard M,369.29
Titov E,369.29
Shatalov,368.94
Zucchius G,368.94
Buys-Ballot H,368.23
Kocher,368.23
Nernst T,368.23
Pitiscus W,368.23
Lawrence,367.88
Lockyer G,367.88
Hainzel N,367.17
Bailly U,366.11
Fox,366.11
Hedin N,366.11
Apianus S,365.76
Bernoulli B,365.76
McClure,365.76
Zeeman X,365.76
Cyrano A,364.35
Romer X,364.35
Clausius B,364
Nonius B,364
Hesiodus X,363.64
Wyld J,363.29
Moigno D,362.94
Zhukovskiy Q,362.59
Wurzelbauer B,362.24
Zeno V,361.54
Moore F,360.49
Anders D,360.14
Paracelsus C,360.14
Paraskevopoulos N,360.14
Fraunhofer V,359.79
Lubbock R,359.79
Parrot J,359.79
Campbell Z,359.44
Olbers K,359.09
Wilsing R,358.39
Chebyshev V,358.04
Helicon,358.04
Heinsius B,357
Kondratyuk A,357
Alphonsus D,356.65
Zsigmondy Z,356.65
Nearch L,356.31
Saenger D,355.96
Schomberger D,355.96
Sheepshanks,355.61
Lalande R,353.88
Racah U,353.88
Hyginus S,353.53
Almanon B,353.19
Vesalius J,352.84
Barocius E,352.5
Langrenus X,352.5
Perel'man S,352.15
Littrow A,351.8
Bok C,351.12
Lalande,351.12
Purbach E,351.12
Cavendish E,350.77
Stetson P,350.77
Michelson V,350.43
Lick N,350.08
Riccius A,350.08
Vetchinkin Q,350.08
Garavito C,349.74
Darwin A,349.05
Pentland N,349.05
Perepelkin P,349.05
Pitatus Z,348.71
Pitiscus B,348.71
Pitiscus S,348.37
Cusanus C,348.02
Pontanus G,347.68
Maginus N,347.34
Neander F,347.34
Rocca B,347.34
Gartner G,346.99
Petropavlovskiy M,346.99
Dale,346.65
Lauritsen H,346.31
Muller,346.31
Clavius L,345.97
Donner S,345.97
Winlock W,345.97
Larmor K,345.63
Marinus G,345.63
Brouwer C,345.29
Pauli E,345.29
Planck L,345.29
Pontanus Y,345.29
Riedel Q,344.94
Van Maanen K,344.94
Pasteur Q,344.6
Poisson C,344.6
Richardson W,344.6
Rocca D,344.6
Tycho Z,344.6
Campbell X,344.26
Mezentsev S,343.92
Zeeman U,343.92
Millikan B,343.58
Hecataeus L,343.24
Lents C,342.56
Ludwig,342.56
Lade B,341.88
Lucretius U,341.88
Sacrobosco X,341.88
Newcomb B,341.54
Strabo B,341.54
Eotvos F,340.86
Hirayama C,340.53
Alpetragius M,339.85
Blancanus D,339.51
Tikhomirov K,339.51
Brown E,339.17
Hyginus Z,338.84
Demonax B,338.5
Koval'skiy P,338.5
Poczobutt J,338.5
Purkyne V,338.5
Becquerel F,338.16
Romer F,338.16
Firsov Q,337.82
Hagecius C,337.82
Noggerath G,337.82
Boussingault C,337.15
Fleming N,337.15
Piccolomini M,337.15
Soddy Q,336.81
Flamsteed T,336.14
Le Monnier V,336.14
Vetchinkin K,336.14
Vitello A,336.14
Bayer B,335.8
Hirayama L,335.8
Neumayer P,335.47
Koch R,335.13
Glaisher B,334.46
Karpinskiy J,334.46
Van de Graaff J,334.46
Hogg P,334.13
Byrgius B,333.79
Banachiewicz B,333.46
Helmholtz J,333.46
Jansky D,333.46
Wilsing X,333.46
Bell Y,332.79
Galois C,332.45
Scoresby P,332.12
Backlund R,331.79
Harriot X,331.79
Taylor AB,331.79
Larmor Q,331.45
Alphonsus B,330.79
Behaim B,330.79
De Sitter F,330.45
Dobrovol'skiy R,330.45
Newcomb J,330.45
van Albada,330.12
Janssen R,329.46
Koval'skiy U,329.46
St. John Y,329.12
Van der Waals C,329.12
Krieger,328.46
Konig,328.13
Stofler H,328.13
Bell Q,327.8
Bliss,327.8
Byrgius N,327.8
Winkler,327.8
Fraunhofer U,327.47
Oresme K,327.47
Lagrange C,326.8
Neujmin T,325.81
Boss C,325.48
Rowland R,324.82
Kirchhoff C,324.49
Poncelet D,324.49
Schjellerup H,323.5
Vavilov P,323.18
Lippmann E,322.85
Lorentz U,322.85
Rocca G,322.85
La Caille P,322.52
Eimmart C,322.19
Kovalevskaya D,321.86
Vertregt P,321.86
Appleton Q,321.53
Mills B,320.88
Lobachevskiy P,320.55
Taruntius X,320.55
Endymion D,319.9
Jacobi D,319.24
Tacitus D,319.24
Danjon J,318.59
Harding,318.59
Pingre C,318.59
Epimenides,318.27
Bettinus C,317.94
Crookes X,317.61
Denning L,317.29
Lilius K,317.29
Bergman,316.64
Crozier,316.64
Lade S,316.64
Pannekoek T,316.64
Romer B,316.64
Nobel B,316.31
Pasteur V,315.99
Ball D,314.69
Krasovskiy N,314.69
Loewy,314.69
Moissan,314.69
Krasovskiy C,314.37
Lodygin L,314.37
Simpelius K,314.05
Heinsius C,313.72
Hertzsprung P,313.72
Hippalus D,313.72
Maskelyne,313.72
Sirsalis C,313.72
Cantor T,313.4
Fraunhofer M,313.4
Graff A,313.4
Hanno C,313.4
Xenophanes L,313.4
Boguslawsky D,313.08
Al-Khwarizmi K,311.79
Isaev N,311.79
Vitruvius H,311.79
Picard,311.46
Schubert J,311.14
Daedalus B,310.5
Inghirami F,310.5
Simpelius G,310.5
Crommelin W,309.86
Hume,309.86
Rayleigh D,309.86
Pentland L,309.54
Furnerius E,308.89
Planck X,308.89
Chapman V,308.57
Hutton W,308.57
Champollion K,308.25
Theophilus E,308.25
Campbell N,307.93
Bouguer,307.61
Nicolai K,307.61
Atlas A,307.3
Obruchev X,307.3
Scoresby K,306.66
Abenezra A,306.34
Maclaurin W,306.34
Cyrano B,306.02
Purkyne K,306.02
Grimaldi B,305.38
Lubbock M,305.38
Resnik,305.38
Berosus F,305.06
Goclenius U,304.75
Lick F,304.75
De Vico,304.43
Giordano Bruno,304.43
Nicolai Z,304.43
Secchi,304.43
Kastner C,304.11
Korolev T,304.11
Parrot D,304.11
Dewar S,303.79
Bayer C,303.48
Bell L,303.16
Mee G,303.16
Rumford B,302.52
Feoktistov,302.21
Maginus G,302.21
Polybius F,302.21
Zanstra M,302.21
Barringer C,301.89
Marco Polo S,301.89
Reimarus U,301.89
Vertregt R,301.89
Clairaut S,301.58
Focas,301.58
Langrenus W,301.58
Mutus E,301.26
Vasco da Gama A,301.26
Jules Verne Y,300.94
Kinau G,300.94
Lander K,300.94
Pontanus C,300.63
Thiessen W,300.63
Mutus V,300.31
Posidonius J,300.31
Timiryazev B,300.31
Spallanzani F,300
Lents,299.68
Curie Z,299.37
Ariadaeus E,299.05
O'Day T,298.74
Vening Meinesz Z,298.42
Boguslawsky L,298.11
Langrenus G,297.17
Roche B,297.17
Aryabhata,296.86
Schwarzschild D,296.86
Zhiritskiy Z,296.86
Kepinski C,296.23
Barringer Z,295.29
Freundlich R,294.67
Lagalla J,294.67
Lassell,294.67
Riccius C,294.36
Berkner A,294.04
Geminus F,293.42
Gilbert W,293.42
Stormer P,293.42
Wroblewski,293.42
Newcomb C,293.11
Gauricus B,292.8
Hommel T,292.8
Furnerius B,292.49
Klute M,292.49
Tycho Y,292.18
Vogel B,292.18
De Roy Q,291.56
Poynting X,291.56
Ukert,291.25
Catharina B,290.94
Lovelace E,290.94
Lucretius C,290.63
Stevinus D,290.63
Lavoisier J,290.01
Lauritsen B,289.7
Nansen D,289.7
Agatharchides N,289.39
Emden W,289.39
Alter K,289.08
Elvey K,289.08
Einthoven K,288.77
Lexell B,288.77
Tikhomirov Y,288.77
Cremona L,287.85
Pasteur H,287.85
Chacornac F,287.23
Sasserides P,286.93
Barbier D,286.62
Dreyer K,286.62
Cichus G,286.31
Hell B,286.31
Tannerus G,286.31
Ventris D,286.31
Hoffmeister D,285.7
Michelson W,285.7
Nikolaev G,285.7
Fontenelle A,285.39
Elger,285.09
Bunsen B,284.47
Cantor C,284.17
Weber N,284.17
Phocylides J,283.86
Ulugh Beigh D,283.86
Anders X,283.25
Korolev B,282.95
Mutus D,282.64
Atlas G,282.34
Riccius E,282.03
Webb,282.03
Daedalus S,281.73
Lippmann Q,281.73
Maury A,280.82
Agrippa D,280.51
Lipskiy X,280.51
Steinheil Z,280.51
Seneca C,279.91
Byrgius H,279.61
Haidinger,279.61
Riccius B,279.3
Zucchius C,279
Rothmann B,278.09
Bailly L,277.79
Banachiewicz C,277.79
Bullialdus B,277.79
Janssen B,277.49
Shi Shen P,277.49
Steinheil F,277.49
Safarik A,276.89
Campbell A,276.59
Drygalski V,276.59
Dufay B,276.29
Schiller S,276.29
Wan-Hoo T,276.29
Sanford Y,275.99
Wexler E,275.38
Catalan A,275.08
Furnerius C,274.78
Schorr D,274.78
Struve H,274.78
Lick B,274.48
Boguslawsky H,273.59
Cusanus B,273.59
Hedin B,273.59
Curie V,273.29
Fibiger,272.69
Ingalls Y,272.69
Olbers N,272.69
Cleomedes E,272.39
Curie L,272.39
Heaviside B,272.09
Sechenov P,272.09
Zucchius D,272.09
Chamberlin D,271.8
Kramarov,271.2
McKellar S,271.2
Protagoras,271.2
Condorcet H,270.9
Guericke F,270.9
Deluc R,270.6
Hyginus W,270.31
Capuanus D,269.42
Cardanus R,269.42
Lebedev K,269.42
Dove C,269.12
Clavius C,268.82
Hell A,268.82
Cleostratus E,268.53
Conon,268.53
Dyson H,268.53
Galle,268.53
Gaudibert B,268.53
Haidinger M,268.53
St. John W,267.94
Tyndall,267.94
Zanstra K,267.94
Maskelyne F,267.64
Shackleton,267.35
Champollion F,267.05
Chernyshev B,267.05
Dove B,267.05
Hayford P,266.76
Oersted P,266.76
Alden V,266.46
Humboldt B,266.17
Poincare X,266.17
Le Monnier A,265.87
Wiechert E,265.87
Backlund S,265.28
Hayn D,265.28
Palmieri A,265.28
Shayn Y,265.28
Moulton P,264.99
Langrenus Z,264.4
Maksutov U,264.4
Glaisher E,264.11
Roche W,263.82
Langley J,263.23
Rozhdestvenskiy H,263.23
Schluter P,263.23
Billy B,262.65
Eotvos B,262.65
Hommel S,262.35
Langevin C,262.35
Petrie U,262.35
Lovell R,262.06
Lyot F,261.77
Pasteur G,261.77
Manzinus U,261.48
Swann C,261.48
McLaughlin Z,261.19
Azophi H,260.9
Gauss A,260.9
Tycho W,260.61
Lebedev F,260.31
Wargentin A,260.31
Seneca G,259.73
Ganskiy S,259.44
Grimaldi D,259.44
Hume A,259.44
Mutus X,259.44
Hainzel V,259.15
Sharp B,258.57
Wexler V,258.57
Zupus C,258.57
Alphonsus K,257.99
Fizeau C,257.71
Hendrix M,257.71
Zucchius E,257.71
McNally T,257.13
Paraskevopoulos R,256.55
Sacrobosco R,256.55
Cori G,256.26
Rosenberger J,256.26
Vesalius C,256.26
McClure M,255.97
Alfraganus,255.69
Le Verrier,255.69
Innes G,255.11
Mutus H,255.11
Brunner P,254.82
Hayford U,254.82
Pitiscus D,254.82
Russell B,254.82
Stiborius C,254.82
Stetson G,254.54
McCool,254.25
Saenger V,254.25
Anders G,253.96
Boguslawsky G,253.96
Casatus J,253.68
Boss K,253.39
Deluc M,253.39
Stevinus B,253.39
Lade T,253.1
Tiling C,253.1
Ukert M,253.1
Lepaute D,252.53
Damoiseau B,252.25
Glazenap V,252.25
Graff U,252.25
Fracastorius H,251.96
Crookes P,251.67
Pontanus D,251.67
Bouvard G,251.1
Hecataeus C,251.1
Purbach W,251.1
Proclus T,250.82
Comstock A,250.53
Maclear,250.53
Lacroix E,250.25
Poisson H,250.25
Green P,249.97
d'Alembert J,249.68
Mutus M,249.68
Stratton F,249.68
Jules Verne Z,249.11
Tycho Q,249.11
Steno N,248.83
Galois B,247.98
Meitner C,247.98
Rost B,247.98
Ukert B,247.98
Bernoulli A,247.7
Nobel K,247.7
Parrot A,247.42
Tannerus H,247.42
Ehrlich N,247.13
Guyot W,246.85
Leibnitz R,246.85
Cleostratus J,246.57
Titius J,246.57
Bailly M,246.29
Fourier D,246.01
Licetus P,246.01
Liebig G,246.01
Walker G,246.01
d'Alembert E,245.44
Olbers Y,245.44
Julius Caesar G,245.16
Vega C,244.88
Hatanaka Q,244.6
Lacroix J,244.6
Demonax A,244.32
Buffon K,244.04
Hayn G,244.04
Anaxagoras A,243.48
Pikel'ner F,243.48
Brisbane X,242.92
Gutenberg D,242.92
Chacornac E,242.64
Arminski K,242.36
Racah T,242.08
Hertzsprung H,241.24
Diderot,240.97
Mercurius K,240.97
Faraday A,240.69
Lorentz T,240.69
Hase B,240.41
Pictet D,240.41
Sylvester N,240.41
Furnerius W,239.85
Recht,239.85
Subbotin J,239.85
Palisa E,239.3
Vasco da Gama T,239.3
Donner N,238.47
Thebit A,238.47
Chang Heng C,238.19
Condorcet R,237.92
Chaffee S,237.64
Tycho U,237.64
Kekule S,237.36
Piazzi P,237.36
Ramsay U,237.36
Euctemon D,237.09
Hermite A,237.09
Kekule M,237.09
Plaskett H,237.09
Virtanen J,237.09
Beijerinck C,236.81
Lockyer F,236.81
Einstein R,236.54
Franklin K,236.54
McNally Y,236.54
Helmholtz H,236.26
Hogg E,236.26
Taruntius V,236.26
Cichus A,235.99
Lame Z,235.99
Peirce C,235.99
Wargentin F,235.99
Condorcet D,235.44
Krafft L,235.44
Timiryazev P,235.44
Parrot E,235.16
Zagut C,234.89
Boscovich E,234.61
Debus,234.61
Lade E,234.61
Pitiscus E,234.34
Manzinus A,234.07
Wilhelm A,233.79
Bell J,233.52
Carmichael,233.52
Wilhelm K,233.24
Leibnitz X,232.97
Schwabe F,232.97
Abulfeda D,232.15
Mandel'shtam Q,232.15
Virtanen C,232.15
Pingre P,231.88
Cyrano E,231.61
Saenger X,231.61
Fra Mauro X,231.34
Hedin F,231.34
Seidel J,231.34
Apianus C,231.06
Auwers,231.06
Neander C,231.06
Pons E,231.06
Einstein S,230.79
Goodacre P,230.25
Bayer D,229.98
Ibn Firnas L,229.98
Sacrobosco S,229.98
Bose D,229.71
Mariotte X,229.71
Bosch,229.44
Euctemon C,229.44
Walker A,229.44
Clavius K,229.17
Debes B,229.17
Reichenbach W,229.17
Young F,228.9
Chaplygin K,228.63
Gilbert P,228.09
Hayn L,228.09
Heinsius A,228.09
Kaiser A,228.09
Kostinskiy B,228.09
Lichtenberg,228.09
Manzinus T,228.09
Mechnikov Z,228.09
Volta D,228.09
Mutus L,227.82
Brown D,227.55
Petavius D,227.28
Pingre B,227.28
Stofler G,227.28
Jules Verne X,227.01
Piccolomini S,227.01
Pingre M,227.01
Rabbi Levi C,226.74
Avogadro D,226.47
Cooper G,226.47
De Forest P,226.47
Malapert E,226.47
Black,226.2
Vendelinus E,226.2
Fraunhofer W,225.93
Almanon P,225.67
Hagen C,225.67
Pasteur B,225.67
Stein K,225.67
Boussingault T,225.4
Bailly T,225.13
Engel'gardt J,224.59
Inghirami H,224.59
Mercurius A,224.59
Crozier D,223.79
Mouchez L,223.53
Rheita B,223.53
Cleomedes G,223.26
Flamsteed,222.99
Poincare J,222.99
Henderson Q,222.73
Bredikhin B,222.19
Catalan U,222.19
Kastner B,222.19
Bailly C,221.66
Cremona B,221.66
Golitsyn J,221.4
Riccius W,220.87
Buisson X,220.6
Hilbert W,220.6
Stevinus C,220.6
De Sitter V,220.34
Herschel D,220.34
Phocylides A,220.34
Plummer R,220.34
Minnaert C,220.07
Oppenheimer W,220.07
Orlov D,219.81
Poincare C,219.55
Theophilus G,219.28
Celsius D,219.02
Tannerus P,219.02
Schliemann T,218.75
Krogh,218.49
Steinheil H,218.49
Glaisher A,218.23
von Bekesy F,218.23
Babakin,217.97
Fizeau F,217.97
Lacroix R,217.97
Baco N,217.7
Schneller G,217.44
Dryden W,217.18
Kircher E,217.18
Stark R,217.18
Zeno K,217.18
Bayer F,216.91
McAuliffe,216.91
Korolev V,216.13
G. Bond,215.34
Picard N,215.34
Pythagoras H,215.34
Apollonius H,215.08
Bunsen C,214.56
Obruchev T,214.56
Tikhomirov R,214.56
Eotvos D,214.3
Korolev Y,214.3
Palmieri H,214.04
Drebbel J,87.68
Glaisher V,87.68
Poisson K,87.68
Capuanus A,87.48
Reaumur R,87.48
Schaeberle S,87.48
Catharina A,87.27
Fontenelle C,87.07
Lagrange Z,87.07
Piazzi A,87.07
Piazzi Smyth,87.07
Boss M,86.87
Cruger B,86.87
Firmicus C,86.87
Grignard,86.87
Jacobi B,86.87
Schluter X,86.87
Aitken A,86.67
Desargues L,86.67
Santbech E,86.67
Bailly H,86.47
Gemma Frisius J,86.07
Plutarch F,86.07
Lacroix H,85.67
Riccius N,85.67
Vitello K,85.67
Hanno G,85.47
Langrenus Q,85.47
Mee P,85.47
Neper Q,85.47
Lauritsen Y,85.27
Rothmann D,85.27
Schorr C,85.27
Tycho E,85.27
Vesalius G,85.27
Spencer Jones J,85.07
Street B,85.07
Viviani P,85.07
Mee C,84.87
Henry M,84.67
Dugan J,84.48
Lacroix N,84.48
Pitatus W,84.48
Arnold H,84.28
Bouvard E,84.28
Pontanus E,84.28
Darney C,84.08
Glazenap E,84.08
Hagecius H,83.89
Danjon M,83.69
Clavius N,83.49
Lampland Q,83.1
Mee Z,83.1
Rocca J,83.1
Tamm X,82.91
Schiller F,82.71
Gartner A,82.52
Pingre Z,82.52
Poisson E,82.52
Stratton U,82.52
Tannerus J,82.32
Galvani B,82.13
O'Day M,82.13
Reichenbach P,82.13
Santbech Q,82.13
Chaplygin Q,81.74
Ritter C,81.55
Walther C,81.55
Albategnius E,81.36
Cleostratus H,81.36
Clairaut D,81.16
Cuvier Q,81.16
Kearons U,81.16
Khvol'son C,81.16
Repsold T,81.16
Borda L,80.97
Dellinger U,80.97
Hipparchus L,80.97
Langrenus L,80.78
Stratton Q,80.78
Dove A,80.59
Fracastorius Y,80.59
Kircher F,80.59
Repsold H,80.4
Cuvier L,80.21
Riccius J,80.21
Titius R,80.21
Dubyago E,80.02
Geber A,80.02
Kopff D,80.02
De Vico C,79.82
Fraunhofer N,79.82
Cleomedes A,79.44
Condorcet L,79.44
Krasnov B,79.44
Morozov E,79.44
Fracastorius E,79.26
Lacroix M,79.26
Lampland A,79.26
Santbech F,79.26
Silberschlag,79.26
Peek,79.07
Sacrobosco C,79.07
Langrenus N,78.88
Schickard J,78.88
Jenner X,78.69
De Vico D,78.5
De Vico F,78.5
Fraunhofer R,78.5
Ganskiy M,78.5
Laveran,78.5
Mouchez C,78.5
Neander O,78.5
Cruger D,78.31
Fox A,78.31
Bancroft,78.13
Nearch K,78.13
Delambre J,77.94
Legendre J,77.94
Repsold R,77.94
Leakey,77.75
Segner G,77.75
Wargentin C,77.75
Cepheus A,77.56
G. Bond K,77.56
Philolaus U,77.38
Heinsius M,77.19
Krafft C,77.19
Lavoisier Z,77.19
Plato B,77.19
Vega A,77.19
Maskelyne R,76.82
Pitatus N,76.82
Clairaut K,76.63
Hagen V,76.63
Il'in,76.63
King J,76.63
Lamech,76.45
Fermat D,76.26
Celsius A,76.08
Kasper,76.08
Nicolai B,76.08
Clavius J,75.9
Le Gentil D,75.9
Rhaeticus N,75.9
Asada,75.71
Cleomedes T,75.71
Ritchey E,75.71
Scheiner P,75.71
Lame T,75.53
Reimarus C,75.53
Talbot,75.53
Pontanus X,75.35
Bel'kovich B,75.16
Borda K,74.98
Brown C,74.98
Bessarion A,74.8
Xenophanes D,74.8
Wildt,74.62
Gauricus D,74.43
Piccolomini L,74.43
Vil'ev B,74.43
Manzinus K,74.25
Purkyne D,74.25
Rabbi Levi U,74.25
Tiselius L,74.25
Hedin H,74.07
Love T,74.07
Proclus E,74.07
Egede A,73.89
Gauricus F,73.89
Hayn H,73.71
Kapteyn D,73.71
McClure P,73.71
Gerard H,73.53
Herschel G,73.53
Lalande A,73.53
Markov E,73.53
Krasnov D,73.35
Krafft D,73.17
De Vico E,72.99
Goddard B,72.99
Theophilus F,72.99
Al-Bakri,72.81
Helmholtz R,72.81
Nicolai E,72.81
Pentland F,72.81
Vieta C,72.63
Airy A,72.46
Eimmart B,72.46
Lame E,72.46
Milichius,72.46
Mosting A,72.46
Necho M,72.46
Scheiner T,72.46
Schickard G,72.46
Alpetragius G,72.28
Behaim C,72.28
Papaleksi Q,72.28
Sacrobosco E,72.28
Petermann Y,72.1
Tacitus B,72.1
Bode A,71.74
Schrodinger W,71.74
Slocum,71.74
Zach C,71.74
Zelinskiy Y,71.74
Scheiner C,71.57
T. Mayer B,71.57
Gauss H,71.39
Hainzel T,71.39
Kircher B,71.39
Mohorovicic F,71.39
Soddy G,71.39
Cruger C,71.21
Pitatus C,71.21
Pons A,71.21
Pontanus B,71.21
Hainzel O,71.04
Tsiolkovskiy X,71.04
Longomontanus S,70.86
Schluter V,70.86
Street E,70.86
Taylor E,70.86
Polybius K,70.69
Krafft K,70.51
Lehmann D,70.51
Palisa T,70.51
Romer D,70.51
Sacrobosco H,70.51
Torricelli M,70.51
Kaiser C,70.34
Love U,70.34
Tsiolkovskiy W,70.34
Chevallier B,69.99
Chretien A,69.99
Nasmyth F,69.99
Scheiner A,69.99
Chauvenet D,69.81
Dechen,69.81
Phocylides KA,69.81
Polybius B,69.81
Lilius J,69.64
Bullialdus K,69.29
Cusanus F,69.29
Macrobius K,69.29
Alfraganus H,69.12
J. Herschel C,69.12
Lagrange T,68.95
Zagut L,68.95
Bouvard F,68.77
Ibn Bajja,68.77
Reichenbach M,68.77
Maurolycus B,68.6
Plutarch H,68.6
Borda E,68.26
Lane B,68.26
