Crater name ,Interior volume
Van der Waals W,1514.34
Casatus E,1512.76
Firmicus M,1508.82
Paschen S,1507.24
Ginzel G,1506.46
Tsinger,1505.67
Denning,1503.31
Sirsalis,1502.52
Blancanus C,1501.74
Tralles,1501.74
Schlesinger M,1500.95
Rocca M,1499.38
Marinus R,1498.6
Rozhdestvenskiy U,1497.81
Goodacre,1496.24
Inghirami Q,1491.55
Peirescius C,1491.55
Furnerius H,1489.98
Pentland A,1489.98
Blazhko L,1489.2
Repsold G,1487.64
Zeno A,1487.64
Weber,1485.29
Kapteyn C,1484.51
Pavlov G,1482.95
Cyrillus F,1481.39
Maurolycus D,1479.83
Numerov Z,1473.61
Stiborius,1470.5
Agrippa,1469.73
Planck C,1468.95
Brisbane H,1465.85
Romer,1465.85
Abenezra C,1465.07
Sarton L,1464.3
Pontecoulant E,1459.66
Lacroix K,1458.11
Amici Q,1457.34
Lindblad F,1455.79
Schjellerup J,1452.71
De Roy,1451.17
Engel'gardt,1451.17
Henderson,1449.63
Klein,1448.09
Van den Bergh,1444.24
Lohse,1438.1
Fenyi,1435.81
Meton E,1433.51
Reinhold,1433.51
Hesiodus,1430.45
Rocca E,1427.4
Abenezra,1426.63
De Moraes S,1426.63
Tempel,1426.63
Xenophanes A,1425.87
Harkhebi J,1420.54
Perrine E,1419.01
Bowditch,1415.21
Bok,1414.45
Romer S,1414.45
Kulik K,1413.69
Parkhurst Y,1411.42
Bergstrand,1410.66
Hagecius E,1410.66
Lubiniezky,1409.9
Plana,1409.9
Merrill Y,1409.14
Simpelius E,1409.14
Flamsteed G,1404.6
Hommel H,1403.85
Rozhdestvenskiy K,1402.33
Cremona A,1401.58
Innes,1399.31
Lampland R,1397.05
Peirescius D,1397.05
Hagen J,1396.3
Saenger P,1396.3
Fraunhofer H,1394.79
Kugler N,1392.53
Anaximenes H,1391.03
C. Mayer H,1389.52
Tseraskiy K,1389.52
Bailly A,1388.02
Houtermans,1388.02
Mallet K,1387.27
Nikolaev,1387.27
Sharonov X,1386.52
Watt M,1386.52
Chang Heng,1385.77
Tacchini,1380.52
Reichenbach B,1379.77
Sanford T,1376.03
Vitello,1375.28
Delporte,1374.53
Faustini,1373.04
Gioja,1372.29
Nearch A,1371.55
Comrie T,1370.8
Olivier Y,1370.8
Stromgren X,1370.8
Stoletov,1369.31
Hutton P,1368.56
Coriolis Z,1366.33
White,1362.61
Oersted,1358.15
Langrenus P,1357.41
Pontecoulant G,1355.93
Barbier J,1352.96
Swann,1350.74
Van den Bergh Y,1349.27
Maclaurin M,1347.05
Ganskiy,1345.57
Jules Verne R,1338.2
Maclaurin H,1334.53
Kinau,1327.92
Palitzsch,1327.92
Ten Bruggencate D,1327.92
Nobili,1322.07
Henry Freres,1317.69
Chauvenet Q,1316.96
Montgolfier Y,1316.96
Sommerfeld N,1316.23
d'Alembert Z,1315.5
Mutus F,1313.32
Rothmann,1313.32
Hayn E,1311.13
Nusl S,1311.13
Apianus P,1307.5
Crommelin C,1306.77
Abel B,1304.6
Gould M,1303.87
Boscovich,1303.15
Scobee,1303.15
Mercurius M,1302.42
Hoffmeister N,1298.8
Maclaurin O,1298.8
Vil'ev V,1298.08
Clairaut B,1297.35
Baco B,1295.91
Marconi H,1295.19
Orontius F,1294.46
Poisson,1293.74
Isidorus,1293.02
Anders,1288.69
Plinius,1287.25
Dante E,1285.82
Malyy,1285.82
Stratton K,1285.1
Mallet D,1282.94
Jarvis,1280.79
Parsons N,1278.63
Hansen,1277.92
Ulugh Beigh A,1277.92
Krasnov,1277.2
Lee,1277.2
Tesla,1275.77
Sniadecki,1274.33
Barbier U,1273.62
Buffon V,1273.62
Parsons,1273.62
Jacobi F,1272.19
Siedentopf F,1271.47
Macrobius M,1270.76
Phillips B,1270.76
Harriot W,1269.33
Burg,1267.9
Hirayama Q,1267.9
Sundman,1267.9
Morozov,1265.76
Krasovskiy P,1265.05
McAdie,1265.05
Debye E,1262.91
Schwarzschild K,1262.91
Firsov V,1262.2
Pikel'ner,1262.2
Boss L,1261.49
Arrhenius,1260.07
Appleton R,1259.36
Barkla,1257.93
Cabeus A,1256.51
Oppolzer,1255.8
Pogson,1255.8
Kibal'chich H,1253.68
McLaughlin B,1253.68
Pease,1253.68
Volkov,1253.68
Wiechert,1252.26
Polybius,1251.55
Soddy,1250.13
Colombo A,1249.42
Healy N,1248.72
Riccioli K,1248.01
Morozov Y,1247.3
Planck Y,1247.3
Schomberger C,1245.89
Donner P,1245.18
Bunsen A,1243.77
Healy J,1242.36
Zeeman G,1238.83
Asclepi,1233.91
Dufay X,1233.91
Nicolai,1232.5
Tamm,1232.5
Hanno A,1230.4
Boole G,1229
Kopff,1229
Nearch B,1229
Bridgman C,1225.49
Gemma Frisius B,1224.79
Lilius F,1222
Russell R,1221.3
Balboa D,1220.6
Hertzsprung V,1219.9
Ibn Firnas E,1219.9
Mohorovicic R,1219.9
Geiger R,1219.2
Lewis,1217.11
Ball,1216.41
Curtius B,1212.93
Haldane,1212.93
McKellar T,1209.45
Blazhko D,1208.76
Crocco G,1207.37
Poczobutt R,1206.67
Wright,1205.98
Pasteur T,1205.29
Stofler P,1205.29
Crookes D,1204.59
Meshcherskiy X,1203.21
Glushko,1201.82
De Forest N,1201.13
Legendre F,1201.13
Marius,1201.13
Chretien S,1200.44
Lander,1198.36
Alpetragius,1196.29
Langrenus T,1195.6
Bose U,1194.91
Aristarchus,1194.22
Vening Meinesz C,1194.22
McKellar U,1193.53
van't Hoff M,1191.46
Beijerinck J,1190.77
Markov,1189.4
Kapteyn B,1188.71
Palmieri,1183.9
Smoluchowski H,1183.9
Tacitus,1181.84
Newcomb,1181.15
Olbers M,1179.78
Harpalus,1179.1
De Vico T,1175.68
Pons,1174.31
Condorcet F,1171.58
Virtanen,1170.9
Deluc J,1170.22
Maraldi,1168.85
Franklin F,1168.17
Alekhin E,1167.49
Siedentopf Q,1166.13
Nobel L,1165.45
Pontecoulant J,1163.41
Cavalerius B,1161.37
Icarus Q,1161.37
Zanstra,1160.69
Mairan,1160.01
Mersenius P,1156.62
Cepheus,1155.94
Mariotte P,1155.94
Gilbert K,1151.21
Vieta B,1148.51
Taylor A,1147.16
Kepinski N,1146.49
Urey,1146.49
Abenezra P,1145.14
Dawson D,1141.1
Cichus,1139.08
Malapert K,1137.74
Appleton D,1135.73
Neujmin P,1134.39
Herschel,1133.05
Emden U,1131.71
Henry,1131.04
Kircher D,1129.04
Schneller H,1129.04
Malapert C,1126.36
Runge,1125.7
Celsius,1124.36
Glazenap,1124.36
Liebig,1124.36
Stearns,1123.03
Meggers S,1121.7
Airy,1120.37
Autolycus,1119.04
Messala E,1115.72
Wurzelbauer D,1115.72
Hypatia,1115.05
Gavrilov K,1114.39
Klute X,1113.73
Neumayer N,1113.06
Cannon B,1112.4
Butlerov,1111.74
Lansberg,1110.41
Grissom M,1109.09
Baco A,1107.77
Shayn H,1104.46
Plummer M,1102.49
Wiechert P,1101.83
Perrine L,1100.51
Kramers U,1099.19
Lilius A,1095.9
Weigel B,1091.31
Curie E,1088.69
de Gasparis A,1088.04
Dobrovol'skiy,1087.38
Epigenes P,1086.73
Hogg,1086.73
Lyot A,1086.73
Maginus E,1085.42
Krylov B,1084.77
Lilius E,1084.11
Manilius,1083.46
Tseraskiy P,1083.46
Le Monnier S,1082.16
Maginus D,1080.85
Chamberlin R,1080.2
Scoresby Q,1077.6
Hayn J,1076.94
Saha D,1076.94
Oken N,1076.29
Tiling,1076.29
Neper D,1074.99
Sanford W,1074.99
Harriot B,1073.05
Litke,1073.05
Hirayama K,1069.8
Marco Polo M,1067.86
Nicholson,1066.56
Amici T,1065.27
Parrot K,1064.62
Airy E,1063.98
Faye,1062.69
Purkyne U,1062.04
Joule T,1061.4
Zhang Yuzhe,1061.4
Healy,1060.11
Congreve H,1058.82
Vesalius H,1058.17
Palitzsch B,1057.53
Nother U,1054.31
Prager C,1054.31
Pasteur U,1053.67
Steno T,1053.67
Golovin,1052.38
Webb P,1052.38
Van Gent X,1051.74
La Condamine,1050.46
Von Zeipel J,1050.46
Democritus,1047.25
Fermat,1046.61
Holetschek,1046.61
Ideler,1046.61
Jenkins,1046.61
Fowler N,1045.97
Hainzel C,1045.97
Shuckburgh,1044.06
Calippus C,1041.5
Fontenelle,1040.86
Fridman C,1040.22
Gadomski X,1040.22
Casatus D,1039.59
von Behring,1038.95
Amici N,1037.67
Pasteur D,1037.04
Sharp,1036.4
Bianchini,1035.13
Nearch C,1034.49
Coriolis W,1033.86
Daedalus R,1033.22
Chauvenet S,1032.59
C. Mayer,1031.95
Lundmark B,1031.32
Paschen L,1030.05
Lebedinskiy B,1028.78
Parkhurst Q,1027.51
Blanchard,1026.88
Burckhardt E,1026.88
da Vinci,1026.88
Marinus C,1023.08
Nassau Y,1014.26
Pontecoulant B,1013.63
Chapman M,1013
Lubiniezky E,1013
Vertregt L,1013
Ingalls,1012.37
Gauricus A,1011.74
Magelhaens,1010.49
Lyman V,1009.86
Oppenheimer U,1002.97
Mach H,1001.72
Guthnick,999.85
T. Mayer P,999.85
Foster,999.23
Thales F,999.23
Duner A,997.98
Le Gentil A,997.98
Ellison,997.36
Oenopides B,996.74
Grave,994.87
Fabry H,993.63
Seares Y,993.63
Airy T,993.01
Lorentz R,992.38
Shayn F,990.52
Necho,989.9
Vening Meinesz W,989.9
Abel C,988.04
Korolev E,988.04
Moigno,987.42
Kurchatov Z,986.8
Plante,985.57
Grotrian,984.33
Milne N,983.71
Briggs,982.47
Schluter A,982.47
Grigg,980.62
Galois U,979.39
Racah W,978.77
Pettit,977.54
Schroter,977.54
Damoiseau,976.93
Fraunhofer C,976.93
Miller A,976.31
Geiger,975.08
Schuster R,974.47
Bragg H,973.85
Fowler W,973.85
Icarus V,973.85
Steklov,973.85
Monge,973.24
Curie M,972.01
Stetson E,972.01
Barocius B,971.39
Herodotus E,970.17
Kapteyn E,970.17
Ideler L,968.33
Gemma Frisius G,967.1
Lampland M,960.39
Sacrobosco Q,959.17
Williams,958.56
Lippmann R,957.95
Taylor,957.95
Mosting E,956.12
Censorinus N,955.52
Montgolfier P,951.27
Trumpler V,950.66
Mandel'shtam T,950.05
Marconi L,949.45
Hippocrates Q,948.84
Furnerius K,948.24
Graff,946.42
Chaffee F,944.61
Julius Caesar P,944.61
Fesenkov,944
Dufay,943.4
Littrow P,942.8
Voskresenskiy K,941.59
Lacroix,940.99
Maclaurin B,940.99
Segner B,940.99
Hanno B,937.98
Chapman D,936.17
De Sitter A,935.57
Newton C,934.97
Das,933.77
Krasovskiy J,932.57
Yakovkin,931.97
Oppenheimer F,931.37
Morse T,930.18
Herodotus,928.98
Lebedev C,928.38
Barocius C,927.19
Deluc F,927.19
Dollond B,927.19
Donati,927.19
Condorcet W,926.59
Condorcet Q,925.39
Lebedinskiy A,924.8
Hertzsprung M,924.2
Buisson Y,923.6
Stormer H,923.6
Zeno B,923.6
King Y,920.63
Aitken Y,920.03
Shayn B,920.03
Coulomb P,918.84
Paracelsus M,918.25
Chebyshev U,917.65
Tannerus F,917.65
Casatus H,917.06
Casatus K,917.06
Thiel,917.06
De Roy P,915.87
Mills,915.87
Lavoisier F,914.68
Cleostratus A,913.5
Sisakyan,912.91
Heinsius P,908.17
Al-Khwarizmi L,907.58
Golitsyn,905.22
Fitzgerald Y,904.64
Gauss B,904.64
Nijland,904.64
Oken A,904.05
Dreyer C,903.46
Gilbert J,903.46
Neumayer M,903.46
Kugler U,901.1
De Sitter U,899.93
Schliemann B,898.17
Leucippus X,896.99
Zach A,896.99
Innes Z,895.82
Thiessen Q,895.82
Gill G,895.23
Montgolfier W,894.65
Tsander V,894.65
Zupus,894.65
Green M,894.06
Lorentz P,893.48
Schneller S,892.89
Purkyne S,892.31
La Perouse E,890.55
Hirayama F,889.97
Jacobi G,889.97
Gum S,889.39
Foster P,888.8
Archytas B,888.22
Birkhoff L,886.47
Janssen F,886.47
Henry Freres C,885.89
Lilius C,885.31
Lovell,883.56
Burckhardt A,882.4
Lockyer,882.4
Miller C,881.24
Fowler C,880.66
Bingham,877.18
Mechnikov C,877.18
Grachev,876.6
Yerkes,874.28
Lavoisier C,871.97
Arnold L,871.4
Hertzsprung L,871.4
Wiechert J,871.4
Poincare Z,870.82
Silberschlag S,870.82
Guillaume F,870.24
Klaproth A,870.24
Sirsalis D,869.67
Condon,869.09
Weigel,869.09
Zanstra A,868.52
Newton D,867.36
Rocca R,867.36
Romer A,867.36
Louville,866.79
Dryden T,866.21
Mallet C,865.06
Amici R,864.49
Boguslawsky J,862.19
Van Gent D,861.05
Vernadskiy U,861.05
Maclaurin K,860.47
Rabbi Levi E,860.47
Alhazen,857.61
Back,856.47
Tisserand,856.47
Halley,854.19
Koval'skiy H,853.05
Moretus A,853.05
Kao,851.34
Watt D,851.34
Doerfel U,850.77
Mariotte U,850.2
Lemaitre S,849.63
Snellius A,849.63
Warner,849.63
Phocylides E,849.06
Boguslawsky C,847.92
Dryden S,847.92
Emden V,847.36
Polzunov N,847.36
Saha W,847.36
Oppenheimer R,846.79
Racah N,846.79
Schubert F,846.22
Reichenbach D,844.52
Lane S,843.95
Tsander R,843.95
Stoletov C,842.25
Compton R,841.69
Paraskevopoulos Q,841.69
Hooke,840.56
Webb C,839.99
Mees A,838.86
Doppler B,838.3
Parsons L,837.17
Debes A,836.04
Millikan J,836.04
Byrd C,835.48
Godin,834.92
Pogson F,834.92
Sniadecki Y,834.92
Becquerel X,834.35
Alhazen D,833.79
Chretien W,833.23
Daedalus G,832.67
Carnot F,832.1
Clairaut A,831.54
Egede,830.98
Coulomb C,830.42
Fermat P,828.74
Timocharis,828.74
Vieta A,828.74
Neumayer A,828.17
Cabannes J,827.05
Obruchev V,827.05
Virtanen Z,827.05
De Vico A,825.37
Wilsing W,824.82
Leonov,823.14
Brown,822.58
Calippus,822.58
Wood S,820.91
Tebbutt,820.35
Dubyago B,818.68
Tiling D,818.12
Davy,817.56
Lemaitre F,817.56
Jacobi C,815.89
Berkner B,812.56
Shi Shen Q,812.56
Smoluchowski F,809.24
Lauritsen A,807.58
Rosenberger B,807.58
Demonax E,807.03
Priestley K,806.48
Wyld C,805.93
Argelander,805.37
Furnerius G,805.37
Perrine T,804.82
Heinsius Q,804.27
Apianus D,802.07
Coulomb J,802.07
Chant,798.77
Ulugh Beigh C,798.77
Lexell A,798.22
Ehrlich,797.67
Pontanus V,797.67
Petermann D,797.12
Hamilton B,795.48
Kant G,795.48
Hommel P,794.38
Reichenbach A,793.29
Kuo Shou Ching,792.19
Lipskiy V,792.19
Van Vleck,792.19
Hainzel W,791.65
Innes S,791.65
Palisa,791.65
T. Mayer W,791.65
Von der Pahlen H,791.1
Mariotte R,787.28
Zhiritskiy,785.65
Chaucer B,785.11
Blazhko F,784.56
Boole F,784.02
Maclaurin T,784.02
Malapert A,784.02
Mason,784.02
Hell,782.93
Inghirami A,782.93
Steno Q,782.93
Wilsing C,780.76
Pikel'ner K,779.68
Reimarus R,778.05
Nansen C,777.51
Pogson G,777.51
T. Mayer,774.27
Gaudibert,773.73
Coulomb V,772.65
Flammarion T,772.12
Minnaert N,772.12
Van Gent N,772.12
Ansgarius B,771.58
Palitzsch A,771.58
Fraunhofer B,770.5
Thiel T,768.35
Hommel B,767.28
Gould,765.67
Naonobu,764.06
van Rhijn T,764.06
Schickard E,763.52
Oppenheimer H,762.99
Walker,762.99
Andel,762.45
Auzout,761.92
Mutus C,759.78
Raimond K,759.78
Evershed R,759.25
Smith,759.25
Manzinus D,758.72
Petrie,758.72
Zagut E,757.65
Sverdrup,757.12
Deluc B,756.05
Timaeus,756.05
Patsaev Q,754.46
Coulomb W,753.39
Keldysh,752.86
Van der Waals H,752.86
Endymion C,752.33
Olcott L,752.33
Malapert B,751.27
McLaughlin P,751.27
de Gerlache,750.74
C. Mayer B,750.21
Kinau A,749.68
Coblentz,748.09
Gill C,744.92
Volterra R,744.92
Hilbert L,744.39
Clavius H,742.81
Green R,742.28
Drebbel K,740.18
Lagrange N,740.18
Love H,739.65
Saha B,739.65
Short A,739.13
Mandel'shtam Y,738.6
Fourier A,738.08
Lyot R,738.08
Von der Pahlen E,737.55
Bergstrand G,736.5
Zhukovskiy Z,735.98
Hagecius B,735.45
Stiborius A,734.93
Millikan Q,734.41
Siedentopf M,734.41
G. Bond B,733.36
Pictet A,733.36
Tsinger Y,732.31
Hagecius F,730.22
Katchalsky,729.18
Watt L,729.18
Koval'skiy Q,728.66
Steno,728.66
Babbage A,728.14
Einthoven G,728.14
Lebedev D,727.1
Messala F,726.58
Cooper K,725.53
Lindsay,725.53
Gassendi A,725.01
Kostinskiy D,724.5
Zeeman Y,724.5
Doerfel R,723.98
Delmotte,721.9
Espin E,721.9
Bailly V,721.38
Bolyai D,721.38
Mitchell,721.38
Bobone,720.86
Jules Verne G,720.35
Macrobius T,720.35
Pentland C,720.35
Proclus G,720.35
Chandler G,719.83
Noggerath,719.83
Ctesibius,718.79
Aitken Z,716.73
Mallet B,715.69
Oppenheimer V,715.69
Gemma Frisius C,715.18
McNair,714.66
Vendelinus F,714.66
Weinek,714.15
Gamow U,713.63
Walther W,712.6
Clark F,712.09
Archytas,711.06
Petavius B,711.06
Maclaurin P,710.03
Vlacq D,710.03
De La Rue E,709.52
Debes,709.52
Roberts P,709.52
Ellison P,709
Brianchon B,708.49
Kramers M,708.49
Woltjer P,707.46
Kurchatov W,705.93
Challis A,704.39
Desargues E,704.39
Maraldi E,704.39
Rocca P,704.39
Alpetragius X,702.35
Hall,701.84
Grissom K,700.82
Lockyer H,700.82
Bohnenberger,700.31
Agrippa S,698.78
Pontecoulant C,698.78
Heymans T,698.27
Brenner A,697.76
Helmholtz S,696.75
Kepinski,696.75
Maskelyne D,696.24
Plummer W,696.24
Tannerus D,695.22
Lick,694.71
McLaughlin U,694.71
Silberschlag P,694.71
Wilsing Z,694.21
Denning U,693.19
McLaughlin A,693.19
Mosting M,692.69
Kulik L,692.18
Rowland N,692.18
Riccioli C,690.66
Bayer H,690.16
Longomontanus C,690.16
Dyson M,688.14
Kostinskiy E,687.63
Fontana,686.62
Sommerfeld V,685.62
Stark Y,685.11
Korolev W,684.61
Wilhelm D,684.61
Safarik,684.11
Houssay,683.6
Hagecius K,681.09
Mutus T,681.09
Deutsch L,680.09
Adams B,679.59
Tereshkova,679.59
Weierstrass,679.09
Pentland D,678.09
Teisserenc Q,677.08
Proclus P,676.58
Blancanus E,676.09
Husband,676.09
Lohrmann,675.59
Foster L,675.09
St. John X,675.09
Nother X,674.59
Kohlschutter W,674.09
Berkner Y,672.59
Clairaut F,672.1
Jenner Y,672.1
Apollonius B,671.6
Lyell,671.6
Watson G,671.6
Vega B,671.6
Wegener K,671.1
Arnold E,670.6
Ball C,670.6
Bohnenberger A,668.61
Timiryazev W,668.61
Schjellerup N,668.12
Ibn-Rushd,667.13
Legendre L,666.14
van Wijk,666.14
Boguslawsky F,665.64
Abul Wafa Q,665.14
Langrenus E,664.65
Mersenius D,663.17
Nijland V,663.17
Seidel M,663.17
Klute W,662.18
Poncelet A,661.19
Hommel G,660.7
Vitruvius,660.21
Nonius L,658.73
de Gasparis,658.24
Lodygin R,657.25
Coriolis Y,656.76
Paneth K,656.76
Torricelli,656.76
Kapteyn A,656.27
Spallanzani,656.27
Kant,655.78
Bose A,655.29
Izsak,654.8
Kircher A,654.8
Zernike W,654.8
Gadomski A,654.31
Rosenberger W,654.31
Vetchinkin F,652.83
Romer E,651.37
Zhukovskiy W,651.37
Petrov B,650.88
Thales,650.88
Dreyer W,650.39
Wiener Q,650.39
Yablochkov U,649.9
Schubert C,649.41
Stein,649.41
Messala G,648.44
Denning B,647.95
Anuchin N,647.46
Mezentsev Q,647.46
Klaproth G,646.97
Maclaurin N,646.97
Cajori K,645.51
Coulomb N,645.51
Furnerius Q,645.51
Gutenberg G,645.51
Korolev L,645.02
Polzunov J,645.02
Ten Bruggencate H,645.02
Brunner L,644.05
Pirquet S,644.05
Maclaurin C,643.57
Langemak Z,642.6
Plummer C,642.11
Hagecius G,641.62
Busching D,641.14
Rost D,641.14
Winkler L,641.14
Helmholtz T,640.17
Coriolis L,639.69
Volkov J,639.69
Airy C,638.23
Boss F,638.23
Fischer,637.75
Becquerel E,636.3
Leibnitz S,633.89
Hertzsprung R,633.41
Newcomb F,633.41
Barbier V,632.45
d'Arsonval,631.97
Dove,631.97
Vesalius M,631.97
Zagut B,631.97
Michelson H,631.49
von Bekesy T,631.49
Van den Bergh F,630.04
Larmor W,629.56
Lippmann P,629.09
Poinsot E,628.61
Vasco da Gama S,628.61
Riccioli F,627.65
Lichtenberg R,627.17
Mutus Z,626.69
Hayford T,626.21
Nother A,626.21
Segers H,626.21
Drebbel,625.73
Wilkins D,625.25
Zach B,623.82
Schubert K,622.87
Hatanaka,621.91
Rumford A,621.91
Gill B,620.49
Lambert,620.49
Froelich M,619.53
Kinau C,618.11
Grigg P,616.69
Paraskevopoulos U,616.69
Piccolomini J,615.26
Arnold K,614.79
Gauss C,614.79
Steno U,613.84
Wiechert U,612.9
Congreve N,611.48
Purbach G,611.01
Congreve L,610.54
Dobrovol'skiy M,610.07
Pontanus H,609.6
Keeler U,608.18
Pannekoek D,608.18
Reiner,607.71
Cassegrain H,607.24
Lyot S,607.24
Wolf S,607.24
Milne L,606.77
Das G,605.36
Deutsch F,604.89
Riedel Z,604.89
Haret,603.96
Maginus K,603.49
Endymion A,603.02
Landau Q,603.02
Mechnikov U,603.02
Sabine,603.02
Chadwick,602.55
Nagaoka U,601.62
Ehrlich Z,601.15
Korolev F,601.15
d'Arrest,599.28
Keeler S,599.28
Stormer T,599.28
Hainzel Y,598.35
Horrocks,598.35
Lehmann A,597.88
Fernelius A,597.42
Faraday G,596.95
Parrot C,596.49
Titov,596.49
Young C,595.09
Jules Verne C,594.63
Lebedinskiy K,593.7
Zwicky N,593.7
Ritter,592.31
Isidorus B,591.84
Kepler,590.92
Seneca B,589.99
Finsen G,588.6
Schomberger A,588.6
Maskelyne A,587.68
Nicolai Q,587.68
Reimarus A,587.68
Thales E,587.22
Zhukovskiy X,586.76
La Caille K,585.84
Curie P,585.38
Kreiken,585.38
Barrow G,584.92
Gerard C,584.92
Bayer E,584.46
Magelhaens A,584.46
Sniadecki J,584
Lilius B,583.08
Lagrange K,582.62
Pascal A,582.62
Schwabe C,582.16
Mercurius C,580.32
Brianchon T,579.87
Ball A,578.95
Helberg H,578.95
Laue G,578.49
Malyy G,578.49
Scott E,578.49
Schroter F,577.58
Boss A,577.12
Inghirami G,576.67
Kastner S,576.67
Fraunhofer A,576.21
De Vico P,575.3
Clairaut E,574.84
Lagalla F,574.84
Icarus H,574.39
Doerfel S,573.93
Lavoisier H,573.93
Maclaurin A,573.02
Scheiner B,573.02
Rumford Q,571.2
Zeno D,571.2
Mendeleev P,570.29
De Vries N,569.39
Lippmann B,569.39
Markov U,569.39
Schuster N,569.39
Janssen T,568.93
Paneth W,568.48
Pannekoek A,568.48
Langrenus Y,568.03
Zwicky R,568.03
Grimaldi F,567.58
Apollonius X,567.12
Tycho A,566.67
Bragg P,566.22
Segers N,566.22
Cleomedes D,565.77
Schlesinger A,565.77
Zach D,565.77
Harkhebi H,565.32
Kibal'chich Q,564.41
Licetus F,563.51
Debye J,563.06
Taylor B,561.71
Darwin H,560.81
Daedalus U,560.36
Maury C,560.36
Fleming Y,559.91
Icarus J,559.47
Nagaoka W,559.02
Pythagoras D,559.02
Kibal'chich R,558.57
Pasteur S,557.67
Saha E,557.67
Von Karman L,557.67
Purbach H,557.22
Janssen D,556.33
Messala D,554.54
Simpelius H,554.1
Ptolemaeus E,553.65
Gruemberger B,553.2
Nishina T,553.2
Atwood,552.31
Birkhoff Z,551.87
Abbe M,550.98
Glazenap S,550.98
Longomontanus A,550.98
Proclus R,549.64
Julius Caesar Q,549.2
Haret Y,548.75
Mandel'shtam G,548.75
Grove,548.31
Hirayama M,547.87
Hypatia M,547.42
Tsu Chung-Chi,547.42
Littrow,546.98
Montgolfier J,546.98
Lavoisier A,546.54
Hind,546.1
Comrie V,545.65
Faraday C,545.65
Heymans D,545.65
Haret C,544.77
Douglass C,543.88
Lundmark G,543
Mechnikov F,543
Garavito D,542.56
Zach F,541.68
Marinus M,541.24
Valier J,540.8
Capuanus E,540.36
Coriolis M,540.36
Drebbel C,538.16
Fabry X,537.72
Azophi A,537.28
Vieta T,536.85
Hansteen E,536.41
Maclaurin L,536.41
Encke,535.97
Bergstrand J,535.53
Bondarenko,535.53
Poinsot P,535.53
Marco Polo,535.09
Polybius C,535.09
Geiger Y,534.66
Anderson E,534.22
Dziewulski Q,534.22
Chappell T,533.34
Pentland B,533.34
Daniell,532.91
Tikhomirov J,532.91
Gutenberg E,532.47
Mallet A,532.47
Parrot G,532.47
Hommel Q,532.04
Lubiniezky A,531.16
Nicolai P,531.16
Sarton Z,531.16
Hayford,530.73
Ingalls M,528.99
Marci B,528.99
Heron,528.55
Moiseev S,528.12
Peirescius G,528.12
Reimarus T,527.68
Tannerus,527.25
Wohler,527.25
Marco Polo P,526.82
Parkhurst B,526.38
Idel'son L,525.95
Paschen G,525.95
Piazzi C,525.95
Baco K,525.52
Borman V,524.65
Hirayama S,524.65
Phocylides F,524.22
Barrow C,523.79
Ginzel L,523.79
Kearons,523.79
Drygalski P,523.35
Artem'ev L,522.92
Sommering,522.92
Guillaume B,521.2
Dufay D,520.33
McMath P,520.33
Abel D,519.9
Deluc C,518.61
Lodygin C,518.61
Clavius D,517.75
Gemma Frisius Y,517.32
Abel A,516.9
Lundmark D,516.47
Roche V,516.04
Xenophanes F,515.61
Erro D,514.75
Carrington,514.32
Gamow A,514.32
Zhukovskiy U,514.32
Freundlich G,513.9
Rayet,513.9
Street H,513.9
Kirchhoff F,513.47
Manzinus B,511.76
Merrill X,511.76
Censorinus C,511.33
Alpetragius W,510.48
Gemma Frisius D,510.06
Konoplev,510.06
La Caille E,509.63
Schubert H,509.63
Schubert E,507.93
Barocius G,507.51
Emden M,507.51
Bayer Y,506.66
Lindblad Y,506.66
Madler,506.23
Spencer Jones K,506.23
Hoffmeister Z,505.38
Seidel U,505.38
Bridgman E,504.96
Zucchius A,504.96
H. G. Wells X,504.54
Chaplygin Y,504.11
Stein M,503.69
Racah J,502.85
Raimond Q,502.85
Rittenhouse,502.85
Biot B,502.42
Becvar Q,502
Desargues M,501.58
Pascal F,501.58
Bouvard D,501.16
Boguslawsky N,500.74
Poisson J,500.74
Kimura,500.32
Barrow A,497.79
Buch C,497.79
Doppler M,497.37
Foster H,497.37
Brouwer P,496.95
Parrot V,496.53
Hertzsprung K,496.11
G. Bond G,495.28
Deluc D,494.86
Parkhurst D,494.86
Virtanen B,494.44
Catharina C,493.6
Chamberlin H,493.6
Airy B,492.77
Romer U,491.52
Boussingault K,491.1
Shternberg C,491.1
Barocius J,488.6
Macrobius S,488.6
Dirichlet E,487.77
Drude,487.36
Menelaus,487.36
Vlacq G,486.53
Wolf T,486.11
Korolev X,485.28
Parsons E,485.28
Simpelius F,485.28
Berlage R,484.46
Byrgius D,484.46
Baco E,484.04
Parsons P,484.04
Deluc H,483.63
Engel'gardt N,482.39
Zollner F,481.98
Ostwald Y,481.15
Cassegrain B,480.74
Gregory K,480.74
Geminus Z,479.92
Champollion A,479.51
Viviani,479.51
Janssen J,478.27
Proclus,478.27
Atlas P,477.86
Fizeau Q,477.86
Gerard G,477.86
Biela C,477.45
Debye Q,477.04
Onizuka,477.04
Dante Y,476.63
Kurchatov T,476.63
Wiechert A,476.63
Chebyshev C,476.22
Dreyer J,475.82
Gagarin Z,475.82
Guillaume D,475.41
Firsov T,475
Ritz B,474.59
Koval'skiy B,474.18
Furnerius J,473.77
Nother V,473.36
Catalan,472.55
